Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
yonahlossee_SG_FFS	yonahlossee	SG	FFS	1	2229	2218	105	4.71063	2.65186	3.04930	0.03699	0.98424	0.00616	0.00166	0.02841	0.02205	0.00315	0.97159	0.02205	0.00315	0.01871	0.00771	0.00186	0.98129	0.00771	0.00186	0.02804	0.01989	0.00299	-0.00039	0.00566	0.03699
montanus_IGG_Fresh	montanus	IGG	Fresh	12	2228	2217	217	9.73968	4.16831	0.53699	0.01552	0.97289	0.00860	0.00196	0.04655	0.02739	0.00351	0.95345	0.02739	0.00351	0.03554	0.01303	0.00242	0.96446	0.01303	0.00242	0.04036	0.01678	0.00274	-0.01105	0.01572	0.01552
yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	1	2229	2218	152	6.81920	6.26335	0.73448	0.01815	0.98055	0.00679	0.00175	0.03499	0.02261	0.00319	0.96501	0.02261	0.00319	0.02456	0.00951	0.00207	0.97544	0.00951	0.00207	0.02683	0.01135	0.00226	-0.01606	0.01152	0.01815
yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	3	2229	2218	321	14.40108	5.63616	0.50356	0.01503	0.97217	0.00742	0.00182	0.05061	0.02445	0.00331	0.94939	0.02445	0.00331	0.03928	0.01181	0.00230	0.96072	0.01181	0.00230	0.04324	0.01430	0.00253	-0.01414	0.01221	0.01503
glutinosus_SG_Blood	glutinosus	SG	Blood	12	2229	2218	405	18.16958	5.34500	0.49089	0.01484	0.95611	0.01193	0.00231	0.06418	0.02714	0.00349	0.93582	0.02714	0.00349	0.06008	0.01915	0.00293	0.93992	0.01915	0.00293	0.06635	0.02336	0.00324	0.00572	0.02429	0.01484
montanus_SG_FFS	montanus	SG	FFS	3	2202	2191	172	7.81108	3.32561	1.28012	0.02411	0.97721	0.00758	0.00186	0.04024	0.02549	0.00340	0.95976	0.02549	0.00340	0.02939	0.01112	0.00225	0.97061	0.01112	0.00225	0.03545	0.01674	0.00276	-0.00852	0.01188	0.02411
montanus_IGG_FFS	montanus	IGG	FFS	5	2161	2151	186	8.60713	2.97825	0.89999	0.02041	0.97407	0.00882	0.00202	0.04708	0.03083	0.00378	0.95292	0.03083	0.00378	0.03289	0.01244	0.00240	0.96711	0.01244	0.00240	0.04104	0.02065	0.00309	-0.01081	0.01227	0.02041
cinereus_IGG_Blood	cinereus	IGG	Blood	8	2205	2196	176	7.98186	2.48571	0.33521	0.01233	0.97596	0.00789	0.00189	0.04112	0.02553	0.00340	0.95888	0.02553	0.00340	0.03114	0.01175	0.00231	0.96886	0.01175	0.00231	0.03958	0.01939	0.00297	-0.00222	0.01183	0.01233
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	0	2229	2218	115	5.15926	1.99776	0.00224	0.00100	0.97970	0.00837	0.00194	0.03881	0.03182	0.00378	0.96119	0.03182	0.00378	0.02305	0.00997	0.00211	0.97695	0.00997	0.00211	0.03073	0.01772	0.00282	-0.01211	0.00861	0.00100
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	0	2229	2220	139	6.23598	3.89143	0.10760	0.00695	0.97979	0.00728	0.00181	0.03765	0.02657	0.00345	0.96235	0.02657	0.00345	0.02505	0.01012	0.00213	0.97495	0.01012	0.00213	0.02870	0.01330	0.00244	-0.01626	0.01280	0.00695
