Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
montanus_SG_Fresh	montanus	SG	Fresh	117	25100	24886	3501	13.94821	5.69430	0.39107	0.00395	0.95537	0.01568	0.00079	0.08369	0.05766	0.00152	0.91631	0.05766	0.00152	0.05392	0.02030	0.00090	0.94608	0.02030	0.00090	0.05905	0.02435	0.00099	-0.04662	0.03558	0.00395
yonahlossee_SG_FFS	yonahlossee	SG	FFS	15	25034	24822	2620	10.46577	2.73404	1.53307	0.00783	0.96292	0.01372	0.00074	0.07131	0.05238	0.00145	0.92869	0.05238	0.00145	0.04396	0.01740	0.00083	0.95604	0.01740	0.00083	0.05650	0.02953	0.00109	-0.02377	0.01501	0.00783
montanus_IGG_Fresh	montanus	IGG	Fresh	106	24590	24383	2422	9.84953	1.42436	0.24429	0.00315	0.95918	0.01664	0.00082	0.07965	0.06488	0.00162	0.92035	0.06488	0.00162	0.04503	0.01891	0.00088	0.95497	0.01891	0.00088	0.07345	0.05417	0.00148	-0.00929	0.00755	0.00315
yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	18	25106	24892	2819	11.22839	3.40468	0.31581	0.00355	0.96141	0.01402	0.00075	0.07419	0.05320	0.00146	0.92581	0.05320	0.00146	0.04616	0.01802	0.00085	0.95384	0.01802	0.00085	0.05465	0.02538	0.00101	-0.03388	0.02186	0.00355
yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	38	25109	24895	4801	19.12063	5.34418	0.65101	0.00509	0.95482	0.01305	0.00072	0.08485	0.04678	0.00137	0.91515	0.04678	0.00137	0.06018	0.01904	0.00087	0.93982	0.01904	0.00087	0.06633	0.02309	0.00096	-0.03572	0.02458	0.00509
glutinosus_SG_Blood	glutinosus	SG	Blood	65	22690	22510	3430	15.11679	2.27739	0.94143	0.00644	0.95122	0.01613	0.00084	0.08299	0.05239	0.00152	0.91701	0.05239	0.00152	0.06054	0.02192	0.00098	0.93946	0.02192	0.00098	0.07950	0.04062	0.00134	-0.00591	0.02304	0.00644
montanus_SG_FFS	montanus	SG	FFS	18	24188	23984	3002	12.41111	4.69902	4.12159	0.01305	0.96602	0.01087	0.00067	0.06053	0.03687	0.00123	0.93947	0.03687	0.00123	0.04391	0.01574	0.00081	0.95609	0.01574	0.00081	0.05108	0.02245	0.00096	-0.01813	0.01992	0.01305
montanus_IGG_FFS	montanus	IGG	FFS	99	22142	21971	2394	10.81203	2.54182	1.05672	0.00691	0.96423	0.01266	0.00076	0.06783	0.04726	0.00146	0.93217	0.04726	0.00146	0.04365	0.01676	0.00087	0.95635	0.01676	0.00087	0.05794	0.03216	0.00121	-0.01719	0.01368	0.00691
cinereus_IGG_Blood	cinereus	IGG	Blood	47	23845	23655	2805	11.76347	3.01933	1.47685	0.00787	0.96799	0.00975	0.00064	0.05141	0.02813	0.00109	0.94859	0.02813	0.00109	0.04248	0.01488	0.00079	0.95752	0.01488	0.00079	0.05246	0.02408	0.00100	0.00204	0.01727	0.00787
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	5	25067	24853	2428	9.68604	1.37743	0.23499	0.00306	0.96057	0.01591	0.00080	0.07735	0.06238	0.00158	0.92265	0.06238	0.00158	0.04393	0.01835	0.00086	0.95607	0.01835	0.00086	0.07193	0.05313	0.00146	-0.00814	0.00628	0.00306
