Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
cinereus_IGG_Blood	cinereus	IGG	Blood	41	4041	3998	334	8.26528	1.60208	0.46093	0.01068	0.96822	0.01259	0.00177	0.05630	0.04420	0.00331	0.94370	0.04420	0.00331	0.03636	0.01513	0.00193	0.96364	0.01513	0.00193	0.05658	0.04016	0.00315	0.00076	0.01070	0.01068
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	3	4203	4156	316	7.51844	1.99905	0.00095	0.00048	0.96907	0.01285	0.00175	0.05972	0.04950	0.00343	0.94028	0.04950	0.00343	0.03426	0.01471	0.00187	0.96574	0.01471	0.00187	0.04568	0.02615	0.00249	-0.02106	0.01330	0.00048
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	5	4203	4162	382	9.08875	3.96050	0.36779	0.00935	0.97018	0.01092	0.00161	0.05618	0.04010	0.00309	0.94382	0.04010	0.00309	0.03603	0.01416	0.00184	0.96397	0.01416	0.00184	0.04117	0.01850	0.00210	-0.02698	0.02006	0.00935
glutinosus_SG_Fresh	glutinosus	SG	Fresh	6	4201	4160	545	12.97310	1.99714	0.00285	0.00082	0.95257	0.01711	0.00202	0.08724	0.06221	0.00385	0.91276	0.06221	0.00385	0.05615	0.02166	0.00227	0.94385	0.02166	0.00227	0.07494	0.03862	0.00303	-0.01845	0.02031	0.00082
yonahlossee_SG_Blood	yonahlossee	SG	Blood	4	4190	4149	327	7.80430	2.53986	0.38359	0.00957	0.97275	0.01016	0.00156	0.05044	0.03646	0.00295	0.94956	0.03646	0.00295	0.03270	0.01323	0.00178	0.96730	0.01323	0.00178	0.04070	0.02079	0.00223	-0.01618	0.01309	0.00957
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	1	1390	1379	84	6.04317	1.19496	0.15707	0.01063	0.97464	0.01083	0.00279	0.04784	0.04073	0.00541	0.95216	0.04073	0.00541	0.02779	0.01222	0.00297	0.97221	0.01222	0.00297	0.04832	0.03956	0.00533	0.00072	0.00396	0.01063
glutinosus_SG_FFS	glutinosus	SG	FFS	0	727	716	34	4.67675	1.17607	0.25546	0.01875	0.97948	0.00919	0.00356	0.03966	0.03550	0.00699	0.96034	0.03550	0.00699	0.02184	0.00993	0.00370	0.97816	0.00993	0.00370	0.03994	0.03510	0.00695	0.00034	0.00181	0.01875
welleri_IGG_FFS	welleri	IGG	FFS	747	4053	4016	557	13.74291	5.04071	1.82238	0.02120	0.96407	0.01142	0.00168	0.06791	0.04194	0.00322	0.93209	0.04194	0.00322	0.04645	0.01608	0.00199	0.95355	0.01608	0.00199	0.05268	0.02114	0.00228	-0.02902	0.02185	0.02120
cinereus_IGG_FFS	cinereus	IGG	FFS	85	3861	3835	419	10.85211	2.46283	0.51397	0.01154	0.96639	0.01131	0.00171	0.06065	0.03941	0.00319	0.93935	0.03941	0.00319	0.04234	0.01565	0.00201	0.95766	0.01565	0.00201	0.05538	0.02848	0.00272	-0.00894	0.01432	0.01154
cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	15	4199	4158	292	6.95404	1.92617	0.06839	0.00404	0.97291	0.01089	0.00161	0.05275	0.04230	0.00317	0.94725	0.04230	0.00317	0.03093	0.01307	0.00176	0.96907	0.01307	0.00176	0.04172	0.02399	0.00239	-0.01655	0.01015	0.00404
cinereus_SG_FFS	cinereus	SG	FFS	129	3964	3939	367	9.25832	2.60999	1.00758	0.01594	0.96959	0.01077	0.00165	0.05399	0.03734	0.00307	0.94601	0.03734	0.00307	0.03743	0.01456	0.00192	0.96257	0.01456	0.00192	0.04859	0.02619	0.00257	-0.00943	0.01570	0.01594
cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	6	3613	3578	262	7.25159	2.42873	1.13978	0.01776	0.97463	0.00960	0.00163	0.04761	0.03571	0.00314	0.95239	0.03571	0.00314	0.03025	0.01236	0.00185	0.96975	0.01236	0.00185	0.04031	0.02369	0.00256	-0.01249	0.01137	0.01776
montanus_SG_Fresh	montanus	SG	Fresh	25	4197	4156	458	10.91256	2.98142	0.01872	0.00211	0.96636	0.01151	0.00166	0.06314	0.04169	0.00315	0.93686	0.04169	0.00315	0.04200	0.01552	0.00192	0.95800	0.01552	0.00192	0.05046	0.02242	0.00231	-0.02157	0.01612	0.00211
yonahlossee_SG_FFS	yonahlossee	SG	FFS	0	4193	4152	246	5.86692	1.09254	0.14268	0.00583	0.97248	0.01261	0.00173	0.05505	0.05044	0.00347	0.94495	0.05044	0.00347	0.02832	0.01304	0.00176	0.97168	0.01304	0.00176	0.05427	0.04933	0.00343	-0.00126	0.00060	0.00583
montanus_IGG_Fresh	montanus	IGG	Fresh	12	4201	4160	417	9.92621	4.84742	0.58457	0.01180	0.97073	0.01005	0.00155	0.05174	0.03376	0.00283	0.94826	0.03376	0.00283	0.03672	0.01386	0.00182	0.96328	0.01386	0.00182	0.04095	0.01724	0.00203	-0.01976	0.02015	0.01180
yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	2	4197	4156	395	9.41148	4.60734	0.87581	0.01445	0.97137	0.01040	0.00157	0.05390	0.03818	0.00302	0.94610	0.03818	0.00302	0.03483	0.01335	0.00178	0.96517	0.01335	0.00178	0.03942	0.01726	0.00203	-0.02654	0.02051	0.01445
yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	4	4203	4162	459	10.92077	4.59933	0.39202	0.00966	0.96976	0.01000	0.00154	0.05696	0.03675	0.00296	0.94304	0.03675	0.00296	0.03866	0.01405	0.00183	0.96134	0.01405	0.00183	0.04335	0.01767	0.00205	-0.02522	0.01913	0.00966
glutinosus_SG_Blood	glutinosus	SG	Blood	45	4202	4161	827	19.68110	5.07377	0.57537	0.01170	0.94954	0.01430	0.00184	0.08138	0.04085	0.00312	0.91862	0.04085	0.00312	0.06724	0.02174	0.00227	0.93276	0.02174	0.00227	0.07472	0.02688	0.00253	-0.01187	0.03069	0.01170
montanus_SG_FFS	montanus	SG	FFS	3	3679	3642	245	6.65942	2.32808	1.52774	0.02038	0.97683	0.00888	0.00155	0.04074	0.03010	0.00286	0.95926	0.03010	0.00286	0.02751	0.01129	0.00175	0.97249	0.01129	0.00175	0.03794	0.02376	0.00254	-0.00492	0.00981	0.02038
montanus_IGG_FFS	montanus	IGG	FFS	3	3517	3482	289	8.21723	2.80296	2.75383	0.02798	0.97415	0.00934	0.00163	0.04637	0.03178	0.00301	0.95363	0.03178	0.00301	0.03169	0.01236	0.00187	0.96831	0.01236	0.00187	0.04133	0.02327	0.00257	-0.00902	0.01011	0.02798
cinereus_IGG_Blood	cinereus	IGG	Blood	15	3222	3201	184	5.71074	1.26629	0.19544	0.00779	0.97595	0.01033	0.00179	0.04531	0.03877	0.00347	0.95469	0.03877	0.00347	0.02630	0.01162	0.00190	0.97370	0.01162	0.00190	0.04604	0.03805	0.00344	0.00109	0.00365	0.00779
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	2	4203	4162	316	7.51844	1.99905	0.00095	0.00048	0.96907	0.01285	0.00175	0.05972	0.04950	0.00343	0.94028	0.04950	0.00343	0.03426	0.01471	0.00187	0.96574	0.01471	0.00187	0.04568	0.02615	0.00249	-0.02106	0.01330	0.00048
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	3	4203	4163	321	7.63740	2.12396	0.18430	0.00662	0.97123	0.01131	0.00164	0.05468	0.04292	0.00320	0.94532	0.04292	0.00320	0.03327	0.01382	0.00181	0.96673	0.01382	0.00181	0.04361	0.02399	0.00239	-0.01693	0.01300	0.00662
glutinosus_SG_Fresh	glutinosus	SG	Fresh	16	4201	4161	545	12.97310	1.99714	0.00285	0.00082	0.95257	0.01711	0.00202	0.08724	0.06221	0.00385	0.91276	0.06221	0.00385	0.05615	0.02166	0.00227	0.94385	0.02166	0.00227	0.07494	0.03862	0.00303	-0.01845	0.02031	0.00082
yonahlossee_SG_Blood	yonahlossee	SG	Blood	5	4190	4150	338	8.06683	2.55895	0.35926	0.00926	0.97297	0.00979	0.00153	0.05040	0.03573	0.00292	0.94960	0.03573	0.00292	0.03302	0.01308	0.00177	0.96698	0.01308	0.00177	0.04106	0.02052	0.00221	-0.01559	0.01303	0.00926
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	1	1390	1376	84	6.04317	1.19496	0.15707	0.01063	0.97464	0.01083	0.00279	0.04784	0.04073	0.00541	0.95216	0.04073	0.00541	0.02779	0.01222	0.00297	0.97221	0.01222	0.00297	0.04832	0.03956	0.00533	0.00072	0.00396	0.01063
glutinosus_SG_FFS	glutinosus	SG	FFS	3	1350	1340	97	7.18519	1.47185	0.54443	0.02008	0.97290	0.01079	0.00283	0.04790	0.03752	0.00527	0.95210	0.03752	0.00527	0.03117	0.01304	0.00311	0.96883	0.01304	0.00311	0.04841	0.03486	0.00508	0.00060	0.00887	0.02008
