Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	0	2069	2059	131	6.33156	1.95988	0.03853	0.00432	0.97704	0.00878	0.00206	0.04543	0.03469	0.00409	0.95457	0.03469	0.00409	0.02731	0.01128	0.00234	0.97269	0.01128	0.00234	0.03738	0.02160	0.00323	-0.01208	0.00662	0.00432
montanus_SG_Fresh	montanus	SG	Fresh	19	2082	2072	262	12.58405	3.78963	0.25269	0.01102	0.96618	0.01072	0.00227	0.06308	0.03787	0.00426	0.93692	0.03787	0.00426	0.04393	0.01517	0.00270	0.95607	0.01517	0.00270	0.05067	0.02022	0.00312	-0.02271	0.01653	0.01102
yonahlossee_SG_FFS	yonahlossee	SG	FFS	3	2082	2072	126	6.05187	3.42411	2.16843	0.03227	0.98125	0.00652	0.00177	0.03442	0.02346	0.00336	0.96558	0.02346	0.00336	0.02378	0.00940	0.00212	0.97622	0.00940	0.00212	0.02926	0.01445	0.00263	-0.00844	0.00869	0.03227
montanus_IGG_Fresh	montanus	IGG	Fresh	3	2083	2073	221	10.60970	5.77820	1.29468	0.02493	0.97071	0.00936	0.00212	0.04942	0.02873	0.00371	0.95058	0.02873	0.00371	0.03815	0.01404	0.00260	0.96185	0.01404	0.00260	0.04181	0.01687	0.00285	-0.01442	0.01749	0.02493
yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	1	2083	2073	126	6.04897	3.60442	0.27283	0.01144	0.98078	0.00704	0.00184	0.03613	0.02545	0.00350	0.96387	0.02545	0.00350	0.02364	0.00941	0.00213	0.97636	0.00941	0.00213	0.02768	0.01293	0.00249	-0.01502	0.01040	0.01144
yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	3	2083	2073	266	12.77004	3.92991	0.08154	0.00626	0.97116	0.00807	0.00197	0.05505	0.02934	0.00375	0.94495	0.02934	0.00375	0.03989	0.01254	0.00245	0.96011	0.01254	0.00245	0.04575	0.01649	0.00281	-0.01715	0.01147	0.00626
glutinosus_SG_Blood	glutinosus	SG	Blood	3	1724	1716	148	8.58469	1.60963	0.23812	0.01175	0.96752	0.01258	0.00270	0.05394	0.04062	0.00485	0.94606	0.04062	0.00485	0.03770	0.01548	0.00300	0.96230	0.01548	0.00300	0.05607	0.03658	0.00461	0.00319	0.01493	0.01175
montanus_SG_FFS	montanus	SG	FFS	1	1956	1947	112	5.72597	1.71677	0.20312	0.01019	0.97853	0.00849	0.00208	0.04090	0.03209	0.00405	0.95910	0.03209	0.00405	0.02505	0.01056	0.00232	0.97495	0.01056	0.00232	0.03664	0.02395	0.00350	-0.00639	0.00623	0.01019
montanus_IGG_FFS	montanus	IGG	FFS	2	2071	2061	232	11.20232	5.66586	2.02550	0.03127	0.97293	0.00810	0.00198	0.04856	0.02677	0.00360	0.95144	0.02677	0.00360	0.03650	0.01257	0.00246	0.96350	0.01257	0.00246	0.04044	0.01559	0.00274	-0.01592	0.01397	0.03127
cinereus_IGG_Blood	cinereus	IGG	Blood	7	2054	2045	152	7.40019	2.03992	0.57025	0.01666	0.97582	0.00850	0.00203	0.04171	0.02838	0.00372	0.95829	0.02838	0.00372	0.03020	0.01189	0.00241	0.96980	0.01189	0.00241	0.04145	0.02403	0.00342	-0.00032	0.01072	0.01666
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	0	2078	2068	97	4.66795	1.39509	0.23911	0.01073	0.98123	0.00789	0.00195	0.03657	0.03068	0.00384	0.96343	0.03068	0.00384	0.02105	0.00923	0.00211	0.97895	0.00923	0.00211	0.03401	0.02594	0.00353	-0.00385	0.00336	0.01073
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	1	2083	2074	151	7.24916	5.16179	0.49591	0.01543	0.97893	0.00724	0.00186	0.03795	0.02399	0.00339	0.96205	0.02399	0.00339	0.02678	0.01033	0.00223	0.97322	0.01033	0.00223	0.02973	0.01274	0.00247	-0.01627	0.01139	0.01543
glutinosus_SG_Fresh	glutinosus	SG	Fresh	9	2054	2046	238	11.58715	1.87342	0.11061	0.00734	0.95813	0.01517	0.00272	0.07546	0.05373	0.00511	0.92454	0.05373	0.00511	0.04990	0.01946	0.00308	0.95010	0.01946	0.00308	0.06897	0.03832	0.00432	-0.00974	0.01720	0.00734
yonahlossee_SG_Blood	yonahlossee	SG	Blood	0	2050	2041	103	5.02439	1.91756	0.07568	0.00608	0.98073	0.00780	0.00195	0.03659	0.02941	0.00379	0.96341	0.02941	0.00379	0.02220	0.00951	0.00215	0.97780	0.00951	0.00215	0.03057	0.01848	0.00300	-0.00902	0.00736	0.00608
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	4	2044	2035	105	5.13699	1.26370	0.19426	0.00975	0.97835	0.00935	0.00214	0.03938	0.03381	0.00407	0.96062	0.03381	0.00407	0.02367	0.01052	0.00227	0.97633	0.01052	0.00227	0.04085	0.03353	0.00405	0.00220	0.00477	0.00975
glutinosus_SG_FFS	glutinosus	SG	FFS	4	1769	1766	163	9.21425	2.46863	1.13377	0.02532	0.97171	0.00961	0.00233	0.04433	0.02794	0.00397	0.95567	0.02794	0.00397	0.03576	0.01352	0.00276	0.96424	0.01352	0.00276	0.04768	0.02643	0.00387	0.00566	0.01525	0.02532
welleri_IGG_FFS	welleri	IGG	FFS	456	2063	2055	208	10.08240	3.94571	0.09501	0.00679	0.97077	0.00998	0.00220	0.05554	0.03759	0.00427	0.94446	0.03759	0.00427	0.03679	0.01353	0.00256	0.96321	0.01353	0.00256	0.04285	0.01864	0.00301	-0.02244	0.01849	0.00679
cinereus_IGG_FFS	cinereus	IGG	FFS	5	2057	2048	273	13.27175	4.85173	0.26448	0.01134	0.96981	0.00850	0.00203	0.05284	0.02713	0.00363	0.94716	0.02713	0.00363	0.04156	0.01343	0.00255	0.95844	0.01343	0.00255	0.04659	0.01703	0.00288	-0.01161	0.01517	0.01134
cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	5	2080	2071	129	6.20192	2.61442	0.36497	0.01325	0.97929	0.00745	0.00189	0.03758	0.02540	0.00349	0.96242	0.02540	0.00349	0.02567	0.01039	0.00223	0.97433	0.01039	0.00223	0.03216	0.01661	0.00283	-0.00924	0.00787	0.01325
cinereus_SG_FFS	cinereus	SG	FFS	35	2060	2051	174	8.44660	3.60631	1.08097	0.02291	0.97660	0.00769	0.00193	0.04422	0.02844	0.00372	0.95578	0.02844	0.00372	0.03033	0.01112	0.00232	0.96967	0.01112	0.00232	0.03632	0.01641	0.00282	-0.01392	0.01157	0.02291
cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	1	2028	2020	122	6.01578	1.86489	0.11691	0.00759	0.97744	0.00890	0.00209	0.04216	0.03288	0.00403	0.95784	0.03288	0.00403	0.02632	0.01106	0.00234	0.97368	0.01106	0.00234	0.03674	0.02229	0.00332	-0.00814	0.00844	0.00759
montanus_SG_Fresh	montanus	SG	Fresh	7	2073	2065	220	10.61264	1.94404	0.05285	0.00505	0.96286	0.01322	0.00253	0.07236	0.05123	0.00497	0.92764	0.05123	0.00497	0.04510	0.01754	0.00291	0.95490	0.01754	0.00291	0.06126	0.03292	0.00399	-0.01664	0.01094	0.00505
yonahlossee_SG_FFS	yonahlossee	SG	FFS	0	2082	2073	120	5.76369	2.71902	0.74321	0.01889	0.98098	0.00692	0.00182	0.03584	0.02539	0.00349	0.96416	0.02539	0.00349	0.02348	0.00947	0.00213	0.97652	0.00947	0.00213	0.02967	0.01529	0.00271	-0.00994	0.00694	0.01889
montanus_IGG_Fresh	montanus	IGG	Fresh	8	1849	1842	130	7.03083	1.66036	0.22441	0.01102	0.97323	0.01058	0.00239	0.04867	0.03794	0.00453	0.95133	0.03794	0.00453	0.03096	0.01296	0.00265	0.96904	0.01296	0.00265	0.04561	0.02988	0.00402	-0.00460	0.00958	0.01102
