Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	0	33	33	7	21.21212	2.54545	0.25568	0.08802	0.91414	0.03320	0.03172	0.17172	0.13279	0.06343	0.82828	0.13279	0.06343	0.09259	0.03504	0.03259	0.90741	0.03504	0.03259	0.12121	0.06124	0.04308	-0.07576	0.03314	0.08802
glutinosus_SG_Blood	glutinosus	SG	Blood	0	32	32	5	15.62500	1.87500	0.11290	0.05940	0.94531	0.01909	0.02442	0.10938	0.07636	0.04885	0.89062	0.07636	0.04885	0.06641	0.02519	0.02805	0.93359	0.02519	0.02805	0.08854	0.04477	0.03741	-0.03125	0.01512	0.05940
montanus_SG_FFS	montanus	SG	FFS	0	27	27	1	3.70370	1.25926	0.19943	0.08594	0.98148	0.00926	0.01852	0.03704	0.03704	0.03704	0.96296	0.03704	0.03704	0.01852	0.00926	0.01852	0.98148	0.00926	0.01852	0.03704	0.03704	0.03704	0.00000	0.00000	0.08594
montanus_IGG_FFS	montanus	IGG	FFS	1	12	12	1	8.33333	1.00000	0.00000	0.00000	0.95833	0.02083	0.04167	0.08333	0.08333	0.08333	0.91667	0.08333	0.08333	0.04167	0.02083	0.04167	0.95833	0.02083	0.04167	0.08333	0.08333	0.08333	0.00000	0.00000	0.00000
cinereus_IGG_Blood	cinereus	IGG	Blood	0	28	28	3	10.71429	1.75000	0.19444	0.08333	0.96429	0.01257	0.02118	0.03571	0.01720	0.02478	0.96429	0.01720	0.02478	0.04464	0.01761	0.02508	0.95536	0.01761	0.02508	0.05952	0.03131	0.03344	0.03571	0.03571	0.08333
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	0	33	33	4	12.12121	1.00000	0.00000	0.00000	0.93939	0.02746	0.02885	0.12121	0.10985	0.05770	0.87879	0.10985	0.05770	0.06061	0.02746	0.02885	0.93939	0.02746	0.02885	0.12121	0.10985	0.05770	0.00000	0.00000	0.00000
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	0	33	33	5	15.15152	3.00000	0.00000	0.00000	0.93434	0.02767	0.02896	0.13131	0.11069	0.05792	0.86869	0.11069	0.05792	0.06902	0.02875	0.02952	0.93098	0.02875	0.02952	0.08283	0.04140	0.03542	-0.08081	0.04882	0.00000
glutinosus_SG_Fresh	glutinosus	SG	Fresh	0	33	33	2	6.06061	1.93939	0.05871	0.04218	0.96970	0.01468	0.02109	0.06061	0.05871	0.04218	0.93939	0.05871	0.04218	0.03030	0.01468	0.02109	0.96970	0.01468	0.02109	0.04040	0.02609	0.02812	-0.03030	0.01468	0.04218
yonahlossee_SG_Blood	yonahlossee	SG	Blood	0	33	33	6	18.18182	1.75758	0.18939	0.07576	0.91667	0.03385	0.03203	0.16667	0.13542	0.06406	0.83333	0.13542	0.06406	0.08712	0.03563	0.03286	0.91288	0.03563	0.03286	0.12626	0.07818	0.04867	-0.06061	0.02746	0.07576
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	0	33	33	1	3.03030	1.18182	0.15341	0.06818	0.98485	0.00758	0.01515	0.03030	0.03030	0.03030	0.96970	0.03030	0.03030	0.01515	0.00758	0.01515	0.98485	0.00758	0.01515	0.03030	0.03030	0.03030	0.00000	0.00000	0.06818
