Dataset	Site_Type	Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_Blood	yonahlossee	SG	Blood	4	4190	4154	338	8.06683	2.55895	0.35926	0.00926	0.97297	0.00979	0.00153	0.05040	0.03573	0.00292	0.94960	0.03573	0.00292	0.03302	0.01308	0.00177	0.96698	0.01308	0.00177	0.04106	0.02052	0.00221	-0.01559	0.01303	0.00926
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	2	4201	4164	240	5.71293	1.21542	0.16906	0.00634	0.97548	0.01065	0.00159	0.04642	0.04023	0.00309	0.95358	0.04023	0.00309	0.02654	0.01181	0.00168	0.97346	0.01181	0.00168	0.04761	0.04035	0.00310	0.00179	0.00303	0.00634
allreads_allsnps_noncoding	noncoding	glutinosus_SG_FFS	glutinosus	SG	FFS	1	1366	1355	91	6.66179	1.51977	0.74796	0.02340	0.97566	0.00951	0.00264	0.04247	0.03247	0.00488	0.95753	0.03247	0.00488	0.02849	0.01184	0.00294	0.97151	0.01184	0.00294	0.04395	0.03158	0.00481	0.00242	0.00770	0.02340
allreads_allsnps_noncoding	noncoding	welleri_IGG_FFS	welleri	IGG	FFS	736	4053	4017	557	13.74291	5.03133	1.79147	0.02102	0.96405	0.01143	0.00168	0.06795	0.04201	0.00322	0.93205	0.04201	0.00322	0.04646	0.01609	0.00199	0.95354	0.01609	0.00199	0.05269	0.02115	0.00228	-0.02907	0.02193	0.02102
allreads_allsnps_noncoding	noncoding	cinereus_IGG_FFS	cinereus	IGG	FFS	46	4004	3971	591	14.76024	4.62288	2.12954	0.02306	0.96606	0.00973	0.00156	0.05885	0.03103	0.00278	0.94115	0.03103	0.00278	0.04611	0.01483	0.00192	0.95389	0.01483	0.00192	0.05267	0.01998	0.00223	-0.01164	0.01818	0.02306
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	2	4003	3967	239	5.97052	1.52860	0.24924	0.00789	0.97683	0.00938	0.00153	0.04459	0.03593	0.00300	0.95541	0.03593	0.00300	0.02651	0.01130	0.00168	0.97349	0.01130	0.00168	0.04009	0.02765	0.00263	-0.00674	0.00595	0.00789
allreads_allsnps_noncoding	noncoding	cinereus_SG_FFS	cinereus	SG	FFS	49	2630	2612	172	6.53992	1.46312	0.45109	0.01310	0.97351	0.01106	0.00205	0.05133	0.04276	0.00403	0.94867	0.04276	0.00403	0.02947	0.01275	0.00220	0.97053	0.01275	0.00220	0.04844	0.03763	0.00378	-0.00481	0.00493	0.01310
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	6	3513	3481	256	7.28722	2.39880	1.17491	0.01829	0.97508	0.00942	0.00164	0.04751	0.03597	0.00320	0.95249	0.03597	0.00320	0.02977	0.01203	0.00185	0.97023	0.01203	0.00185	0.04023	0.02402	0.00261	-0.01220	0.01127	0.01829
allreads_allsnps_noncoding	noncoding	montanus_SG_Fresh	montanus	SG	Fresh	24	4202	4165	301	7.16326	1.99857	0.00143	0.00058	0.97239	0.01099	0.00162	0.05307	0.04205	0.00316	0.94693	0.04205	0.00316	0.03171	0.01331	0.00178	0.96829	0.01331	0.00178	0.04228	0.02367	0.00237	-0.01618	0.01104	0.00058
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_FFS	yonahlossee	SG	FFS	0	4193	4156	246	5.86692	1.09420	0.16598	0.00629	0.97241	0.01267	0.00174	0.05509	0.05058	0.00347	0.94491	0.05058	0.00347	0.02833	0.01307	0.00177	0.97167	0.01307	0.00177	0.05447	0.04970	0.00344	-0.00104	0.00054	0.00629
allreads_allsnps_noncoding	noncoding	montanus_IGG_Fresh	montanus	IGG	Fresh	45	4201	4164	436	10.37848	5.50655	0.38954	0.00963	0.96988	0.01030	0.00157	0.05316	0.03437	0.00286	0.94684	0.03437	0.00286	0.03782	0.01421	0.00184	0.96218	0.01421	0.00184	0.04161	0.01720	0.00202	-0.02133	0.02092	0.00963
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	1	4201	4164	377	8.97405	3.89217	0.31575	0.00867	0.97139	0.01059	0.00159	0.05448	0.03949	0.00307	0.94552	0.03949	0.00307	0.03440	0.01334	0.00178	0.96560	0.01334	0.00178	0.03963	0.01777	0.00206	-0.02641	0.01950	0.00867
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	5	4202	4165	384	9.13851	2.61756	0.34240	0.00903	0.96938	0.01098	0.00162	0.05664	0.03951	0.00307	0.94336	0.03951	0.00307	0.03740	0.01466	0.00187	0.96260	0.01466	0.00187	0.04633	0.02283	0.00233	-0.01745	0.01522	0.00903
allreads_allsnps_noncoding	noncoding	glutinosus_SG_Blood	glutinosus	SG	Blood	34	4203	4166	818	19.46229	5.07947	1.02700	0.01563	0.95178	0.01349	0.00179	0.07595	0.03662	0.00295	0.92405	0.03662	0.00295	0.06482	0.02070	0.00222	0.93518	0.02070	0.00222	0.07218	0.02572	0.00247	-0.00608	0.02906	0.01563
allreads_allsnps_noncoding	noncoding	montanus_SG_FFS	montanus	SG	FFS	4	3755	3723	261	6.95073	2.66738	2.08619	0.02357	0.97761	0.00813	0.00147	0.03982	0.02811	0.00274	0.96018	0.02811	0.00274	0.02751	0.01093	0.00171	0.97249	0.01093	0.00171	0.03656	0.02146	0.00239	-0.00580	0.01038	0.02357
allreads_allsnps_noncoding	noncoding	montanus_IGG_FFS	montanus	IGG	FFS	1	2926	2903	196	6.69856	1.67772	0.59524	0.01426	0.97440	0.01039	0.00188	0.04938	0.03985	0.00369	0.95062	0.03985	0.00369	0.02912	0.01229	0.00205	0.97088	0.01229	0.00205	0.04485	0.03217	0.00332	-0.00732	0.00641	0.01426
allreads_allsnps_noncoding	noncoding	cinereus_IGG_Blood	cinereus	IGG	Blood	47	4074	4043	399	9.79381	2.34242	0.74916	0.01356	0.96936	0.01040	0.00160	0.05179	0.03349	0.00287	0.94821	0.03349	0.00287	0.03862	0.01456	0.00189	0.96138	0.01456	0.00189	0.05091	0.02696	0.00257	-0.00092	0.01510	0.01356
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	4	4203	4166	316	7.51844	1.99905	0.00095	0.00048	0.96907	0.01285	0.00175	0.05972	0.04950	0.00343	0.94028	0.04950	0.00343	0.03426	0.01471	0.00187	0.96574	0.01471	0.00187	0.04568	0.02615	0.00249	-0.02106	0.01330	0.00048
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	1	4203	4181	359	8.54152	2.79015	0.16680	0.00630	0.97016	0.01126	0.00164	0.05778	0.04306	0.00320	0.94222	0.04306	0.00320	0.03537	0.01417	0.00184	0.96463	0.01417	0.00184	0.04285	0.02081	0.00223	-0.02516	0.01627	0.00630
allreads_allsnps_noncoding	noncoding	glutinosus_SG_Fresh	glutinosus	SG	Fresh	8	4201	4179	545	12.97310	1.99714	0.00285	0.00082	0.95257	0.01711	0.00202	0.08724	0.06221	0.00385	0.91276	0.06221	0.00385	0.05615	0.02166	0.00227	0.94385	0.02166	0.00227	0.07494	0.03862	0.00303	-0.01845	0.02031	0.00082
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_Blood	yonahlossee	SG	Blood	8	4201	4179	342	8.14092	2.65722	0.27581	0.00810	0.97201	0.01035	0.00157	0.05106	0.03674	0.00296	0.94894	0.03674	0.00296	0.03372	0.01350	0.00179	0.96628	0.01350	0.00179	0.04162	0.02073	0.00222	-0.01583	0.01485	0.00810
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	0	4201	4179	243	5.78434	1.17996	0.14761	0.00593	0.97382	0.01172	0.00167	0.05237	0.04690	0.00334	0.94763	0.04690	0.00334	0.02755	0.01251	0.00173	0.97245	0.01251	0.00173	0.04912	0.04181	0.00315	-0.00488	0.00242	0.00593
allreads_allsnps_noncoding	noncoding	glutinosus_SG_FFS	glutinosus	SG	FFS	1	1033	1028	52	5.03388	1.23330	0.20811	0.01419	0.98056	0.00792	0.00277	0.03566	0.02869	0.00527	0.96434	0.02869	0.00527	0.02231	0.00960	0.00305	0.97769	0.00960	0.00305	0.03662	0.02822	0.00523	0.00164	0.00388	0.01419
allreads_allsnps_noncoding	noncoding	welleri_IGG_FFS	welleri	IGG	FFS	732	4041	4022	457	11.30908	3.53106	0.66692	0.01285	0.96660	0.01123	0.00167	0.06430	0.04285	0.00326	0.93570	0.04285	0.00326	0.04211	0.01539	0.00195	0.95789	0.01539	0.00195	0.04989	0.02210	0.00234	-0.02564	0.01875	0.01285
allreads_allsnps_noncoding	noncoding	cinereus_IGG_FFS	cinereus	IGG	FFS	50	4041	4024	624	15.44172	5.32047	2.73069	0.02600	0.96584	0.00955	0.00154	0.05803	0.02946	0.00270	0.94197	0.02946	0.00270	0.04690	0.01480	0.00191	0.95310	0.01480	0.00191	0.05261	0.01902	0.00217	-0.01043	0.02001	0.02600
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	3	4125	4104	318	7.70909	2.42642	0.37607	0.00955	0.97438	0.00919	0.00149	0.04913	0.03475	0.00290	0.95087	0.03475	0.00290	0.03155	0.01249	0.00174	0.96845	0.01249	0.00174	0.03998	0.02056	0.00223	-0.01517	0.01042	0.00955
allreads_allsnps_noncoding	noncoding	cinereus_SG_FFS	cinereus	SG	FFS	73	3979	3963	413	10.37949	3.26514	2.39600	0.02454	0.96897	0.01056	0.00163	0.05378	0.03501	0.00297	0.94622	0.03501	0.00297	0.03902	0.01455	0.00191	0.96098	0.01455	0.00191	0.04905	0.02478	0.00250	-0.00870	0.01714	0.02454
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	3	3728	3708	291	7.80579	2.69769	1.18656	0.01784	0.97353	0.00988	0.00163	0.05030	0.03746	0.00317	0.94970	0.03746	0.00317	0.03178	0.01274	0.00185	0.96822	0.01274	0.00185	0.04137	0.02335	0.00250	-0.01538	0.01326	0.01784
allreads_allsnps_noncoding	noncoding	montanus_SG_Fresh	montanus	SG	Fresh	38	4202	4180	501	11.92289	6.97620	0.03895	0.00304	0.96885	0.01061	0.00159	0.05565	0.03561	0.00291	0.94435	0.03561	0.00291	0.03915	0.01416	0.00184	0.96085	0.01416	0.00184	0.04217	0.01643	0.00198	-0.02616	0.02294	0.00304
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_FFS	yonahlossee	SG	FFS	0	4193	4171	246	5.86692	1.09420	0.16598	0.00629	0.97241	0.01267	0.00174	0.05509	0.05058	0.00347	0.94491	0.05058	0.00347	0.02833	0.01307	0.00177	0.97167	0.01307	0.00177	0.05447	0.04970	0.00344	-0.00104	0.00054	0.00629
allreads_allsnps_noncoding	noncoding	montanus_IGG_Fresh	montanus	IGG	Fresh	26	4201	4179	358	8.52178	2.59057	0.25614	0.00781	0.97019	0.01103	0.00162	0.05463	0.03991	0.00308	0.94537	0.03991	0.00308	0.03580	0.01438	0.00185	0.96420	0.01438	0.00185	0.04481	0.02283	0.00233	-0.01624	0.01636	0.00781
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	1	4201	4179	347	8.25994	3.05642	0.21182	0.00710	0.97159	0.01082	0.00160	0.05471	0.04136	0.00314	0.94529	0.04136	0.00314	0.03357	0.01340	0.00179	0.96643	0.01340	0.00179	0.04025	0.01935	0.00215	-0.02443	0.01749	0.00710
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	6	4203	4181	700	16.65477	7.39234	1.80343	0.02071	0.96695	0.00942	0.00150	0.06034	0.03205	0.00276	0.93966	0.03205	0.00276	0.04508	0.01415	0.00184	0.95492	0.01415	0.00184	0.04835	0.01624	0.00197	-0.02334	0.01873	0.02071
allreads_allsnps_noncoding	noncoding	glutinosus_SG_Blood	glutinosus	SG	Blood	37	4201	4179	748	17.80528	4.46465	0.51643	0.01109	0.95147	0.01422	0.00184	0.07707	0.04062	0.00311	0.92293	0.04062	0.00311	0.06391	0.02140	0.00226	0.93609	0.02140	0.00226	0.07220	0.02737	0.00255	-0.00806	0.03144	0.01109
allreads_allsnps_noncoding	noncoding	montanus_SG_FFS	montanus	SG	FFS	1	3239	3221	223	6.88484	2.16548	1.25364	0.01967	0.97621	0.00904	0.00167	0.04375	0.03285	0.00318	0.95625	0.03285	0.00318	0.02837	0.01152	0.00189	0.97163	0.01152	0.00189	0.03960	0.02488	0.00277	-0.00742	0.01008	0.01967
allreads_allsnps_noncoding	noncoding	montanus_IGG_FFS	montanus	IGG	FFS	1	1392	1385	90	6.46552	1.38003	0.37668	0.01645	0.97408	0.01083	0.00279	0.05113	0.04266	0.00554	0.94887	0.04266	0.00554	0.02887	0.01243	0.00299	0.97113	0.01243	0.00299	0.04682	0.03562	0.00506	-0.00676	0.00460	0.01645
allreads_allsnps_noncoding	noncoding	cinereus_IGG_Blood	cinereus	IGG	Blood	17	3908	3890	317	8.11157	1.68782	0.21478	0.00741	0.97032	0.01124	0.00170	0.05246	0.03884	0.00315	0.94754	0.03884	0.00315	0.03512	0.01429	0.00191	0.96488	0.01429	0.00191	0.05169	0.03303	0.00291	-0.00115	0.01094	0.00741
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	0	4199	4177	260	6.19195	1.21219	0.16721	0.00631	0.97261	0.01205	0.00169	0.05311	0.04673	0.00334	0.94689	0.04673	0.00334	0.02917	0.01307	0.00176	0.97083	0.01307	0.00176	0.05152	0.04313	0.00321	-0.00238	0.00369	0.00631
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	6	4203	4175	314	7.47085	1.95884	0.03948	0.00306	0.97115	0.01147	0.00165	0.05651	0.04482	0.00327	0.94349	0.04482	0.00327	0.03310	0.01386	0.00182	0.96690	0.01386	0.00182	0.04437	0.02502	0.00244	-0.01820	0.01056	0.00306
allreads_allsnps_noncoding	noncoding	glutinosus_SG_Fresh	glutinosus	SG	Fresh	5	4201	4173	545	12.97310	1.99714	0.00285	0.00082	0.95257	0.01711	0.00202	0.08724	0.06221	0.00385	0.91276	0.06221	0.00385	0.05615	0.02166	0.00227	0.94385	0.02166	0.00227	0.07494	0.03862	0.00303	-0.01845	0.02031	0.00082
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_Blood	yonahlossee	SG	Blood	5	4190	4162	338	8.06683	2.55895	0.35926	0.00926	0.97297	0.00979	0.00153	0.05040	0.03573	0.00292	0.94960	0.03573	0.00292	0.03302	0.01308	0.00177	0.96698	0.01308	0.00177	0.04106	0.02052	0.00221	-0.01559	0.01303	0.00926
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	0	1390	1383	84	6.04317	1.19496	0.15707	0.01063	0.97464	0.01083	0.00279	0.04784	0.04073	0.00541	0.95216	0.04073	0.00541	0.02779	0.01222	0.00297	0.97221	0.01222	0.00297	0.04832	0.03956	0.00533	0.00072	0.00396	0.01063
allreads_allsnps_noncoding	noncoding	glutinosus_SG_FFS	glutinosus	SG	FFS	4	2181	2171	161	7.38193	1.89913	1.67973	0.02775	0.97600	0.00887	0.00202	0.04071	0.02930	0.00367	0.95929	0.02930	0.00367	0.02911	0.01158	0.00230	0.97089	0.01158	0.00230	0.04215	0.02769	0.00356	0.00244	0.00952	0.02775
allreads_allsnps_noncoding	noncoding	welleri_IGG_FFS	welleri	IGG	FFS	718	4034	4014	467	11.57660	3.35548	0.78905	0.01399	0.96597	0.01137	0.00168	0.06546	0.04332	0.00328	0.93454	0.04332	0.00328	0.04303	0.01560	0.00197	0.95697	0.01560	0.00197	0.05152	0.02306	0.00239	-0.02487	0.01835	0.01399
allreads_allsnps_noncoding	noncoding	cinereus_IGG_FFS	cinereus	IGG	FFS	22	4046	4019	616	15.22491	4.87939	1.95331	0.02197	0.96572	0.00962	0.00154	0.06061	0.03130	0.00278	0.93939	0.03130	0.00278	0.04698	0.01493	0.00192	0.95302	0.01493	0.00192	0.05290	0.01913	0.00217	-0.01454	0.01779	0.02197
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	13	4200	4172	277	6.59524	1.93833	0.05788	0.00371	0.97423	0.01042	0.00158	0.04821	0.03870	0.00304	0.95179	0.03870	0.00304	0.02937	0.01248	0.00172	0.97062	0.01248	0.00172	0.03956	0.02281	0.00233	-0.01298	0.01132	0.00371
allreads_allsnps_noncoding	noncoding	cinereus_SG_FFS	cinereus	SG	FFS	72	4027	4000	472	11.72088	4.06655	2.25141	0.02364	0.96918	0.00960	0.00154	0.05379	0.03157	0.00280	0.94621	0.03157	0.00280	0.04055	0.01414	0.00187	0.95945	0.01414	0.00187	0.04732	0.01969	0.00221	-0.01143	0.01804	0.02364
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	7	3728	3708	291	7.80579	2.69769	1.18656	0.01784	0.97353	0.00988	0.00163	0.05030	0.03746	0.00317	0.94970	0.03746	0.00317	0.03178	0.01274	0.00185	0.96822	0.01274	0.00185	0.04137	0.02335	0.00250	-0.01538	0.01326	0.01784
allreads_allsnps_noncoding	noncoding	montanus_SG_Fresh	montanus	SG	Fresh	25	4202	4174	493	11.73251	5.97620	0.03895	0.00304	0.96850	0.01068	0.00159	0.05658	0.03617	0.00293	0.94342	0.03617	0.00293	0.03967	0.01438	0.00185	0.96033	0.01438	0.00185	0.04329	0.01713	0.00202	-0.02547	0.02199	0.00304
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_FFS	yonahlossee	SG	FFS	0	287	285	14	4.87805	1.33449	0.41919	0.03822	0.98461	0.00523	0.00427	0.03078	0.02090	0.00853	0.96922	0.02090	0.00853	0.01989	0.00799	0.00528	0.98011	0.00799	0.00528	0.02892	0.01878	0.00809	-0.00348	0.00086	0.03822
allreads_allsnps_noncoding	noncoding	montanus_IGG_Fresh	montanus	IGG	Fresh	20	4201	4173	363	8.64080	2.93049	0.06564	0.00395	0.97013	0.01107	0.00162	0.05483	0.03988	0.00308	0.94517	0.03988	0.00308	0.03582	0.01431	0.00185	0.96418	0.01431	0.00185	0.04342	0.02105	0.00224	-0.01925	0.01790	0.00395
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	3	4170	4142	330	7.91367	2.66739	0.42832	0.01013	0.97147	0.01115	0.00163	0.05506	0.04259	0.00320	0.94494	0.04259	0.00320	0.03314	0.01352	0.00180	0.96686	0.01352	0.00180	0.04206	0.02262	0.00233	-0.02171	0.01489	0.01013
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	4	3506	3481	227	6.47461	1.49743	0.25006	0.00845	0.97454	0.01035	0.00172	0.04778	0.03859	0.00332	0.95222	0.03859	0.00332	0.02891	0.01233	0.00188	0.97109	0.01233	0.00188	0.04331	0.02945	0.00290	-0.00670	0.00801	0.00845
allreads_allsnps_noncoding	noncoding	glutinosus_SG_Blood	glutinosus	SG	Blood	35	4202	4174	776	18.46740	5.30700	0.71697	0.01306	0.95202	0.01372	0.00181	0.07607	0.03827	0.00302	0.92393	0.03827	0.00302	0.06393	0.02107	0.00224	0.93607	0.02107	0.00224	0.07079	0.02588	0.00248	-0.00893	0.02980	0.01306
allreads_allsnps_noncoding	noncoding	montanus_SG_FFS	montanus	SG	FFS	2	3844	3816	285	7.41415	2.88892	2.45214	0.02526	0.97642	0.00852	0.00149	0.04169	0.02888	0.00274	0.95831	0.02888	0.00274	0.02900	0.01144	0.00173	0.97100	0.01144	0.00173	0.03748	0.02103	0.00234	-0.00779	0.01121	0.02526
allreads_allsnps_noncoding	noncoding	montanus_IGG_FFS	montanus	IGG	FFS	0	2800	2784	197	7.03571	1.61393	0.55222	0.01404	0.97259	0.01115	0.00200	0.05232	0.04237	0.00389	0.94768	0.04237	0.00389	0.03103	0.01314	0.00217	0.96897	0.01314	0.00217	0.04827	0.03488	0.00353	-0.00643	0.00725	0.01404
allreads_allsnps_noncoding	noncoding	cinereus_IGG_Blood	cinereus	IGG	Blood	20	4072	4045	410	10.06876	2.31606	0.74435	0.01352	0.96787	0.01108	0.00165	0.05395	0.03573	0.00296	0.94605	0.03573	0.00296	0.04004	0.01518	0.00193	0.95996	0.01518	0.00193	0.05310	0.02867	0.00265	-0.00050	0.01668	0.01352
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	2	4203	4175	316	7.51844	1.99905	0.00095	0.00048	0.96907	0.01285	0.00175	0.05972	0.04950	0.00343	0.94028	0.04950	0.00343	0.03426	0.01471	0.00187	0.96574	0.01471	0.00187	0.04568	0.02615	0.00249	-0.02106	0.01330	0.00048
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	5	4203	4162	376	8.94599	3.95646	0.04261	0.00318	0.96970	0.01136	0.00164	0.05821	0.04303	0.00320	0.94179	0.04303	0.00320	0.03605	0.01434	0.00185	0.96395	0.01434	0.00185	0.04123	0.01876	0.00211	-0.03051	0.02126	0.00318
allreads_allsnps_noncoding	noncoding	glutinosus_SG_Fresh	glutinosus	SG	Fresh	22	4201	4160	564	13.42537	1.99833	0.00166	0.00063	0.95287	0.01635	0.00197	0.08950	0.06151	0.00383	0.91050	0.06151	0.00383	0.05713	0.02156	0.00227	0.94287	0.02156	0.00227	0.07617	0.03832	0.00302	-0.02000	0.01674	0.00063
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_Blood	yonahlossee	SG	Blood	6	4200	4159	334	7.95238	2.80976	0.18076	0.00656	0.97143	0.01081	0.00160	0.05254	0.03862	0.00303	0.94746	0.03862	0.00303	0.03389	0.01389	0.00182	0.96611	0.01389	0.00182	0.04095	0.02035	0.00220	-0.01980	0.01619	0.00656
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	1	4201	4160	240	5.71293	1.21542	0.16906	0.00634	0.97548	0.01065	0.00159	0.04642	0.04023	0.00309	0.95358	0.04023	0.00309	0.02654	0.01181	0.00168	0.97346	0.01181	0.00168	0.04761	0.04035	0.00310	0.00179	0.00303	0.00634
allreads_allsnps_noncoding	noncoding	glutinosus_SG_FFS	glutinosus	SG	FFS	2	804	801	36	4.47761	1.09204	0.08367	0.01020	0.97979	0.00916	0.00338	0.03918	0.03551	0.00665	0.96082	0.03551	0.00665	0.02130	0.00980	0.00349	0.97870	0.00980	0.00349	0.03959	0.03534	0.00663	0.00062	0.00156	0.01020
allreads_allsnps_noncoding	noncoding	welleri_IGG_FFS	welleri	IGG	FFS	748	4053	4014	557	13.74291	5.04071	1.82238	0.02120	0.96407	0.01142	0.00168	0.06791	0.04194	0.00322	0.93209	0.04194	0.00322	0.04645	0.01608	0.00199	0.95355	0.01608	0.00199	0.05268	0.02114	0.00228	-0.02902	0.02185	0.02120
allreads_allsnps_noncoding	noncoding	cinereus_IGG_FFS	cinereus	IGG	FFS	15	3946	3911	483	12.24024	3.21135	0.93022	0.01535	0.96690	0.01020	0.00161	0.05915	0.03488	0.00297	0.94085	0.03488	0.00297	0.04362	0.01514	0.00196	0.95638	0.01514	0.00196	0.05315	0.02358	0.00244	-0.01077	0.01587	0.01535
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	8	4118	4077	298	7.23652	1.90214	0.08831	0.00463	0.97365	0.01002	0.00156	0.05148	0.03901	0.00308	0.94852	0.03901	0.00308	0.03127	0.01281	0.00176	0.96873	0.01281	0.00176	0.04258	0.02419	0.00242	-0.01336	0.00832	0.00463
allreads_allsnps_noncoding	noncoding	cinereus_SG_FFS	cinereus	SG	FFS	71	3409	3385	264	7.74421	1.84042	0.92230	0.01645	0.97184	0.01097	0.00179	0.05241	0.04032	0.00344	0.94759	0.04032	0.00344	0.03281	0.01345	0.00199	0.96719	0.01345	0.00199	0.04915	0.03365	0.00314	-0.00583	0.00889	0.01645
allreads_allsnps_noncoding	noncoding	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	4	3387	3351	231	6.82019	1.97727	0.60580	0.01337	0.97466	0.01010	0.00173	0.04921	0.03901	0.00339	0.95079	0.03901	0.00339	0.02920	0.01217	0.00190	0.97080	0.01217	0.00190	0.04179	0.02710	0.00283	-0.01204	0.00861	0.01337
allreads_allsnps_noncoding	noncoding	montanus_SG_Fresh	montanus	SG	Fresh	56	4202	4161	379	9.01951	4.92980	0.06767	0.00401	0.97164	0.01028	0.00156	0.05038	0.03493	0.00288	0.94962	0.03493	0.00288	0.03455	0.01346	0.00179	0.96545	0.01346	0.00179	0.03846	0.01668	0.00199	-0.02164	0.02121	0.00401
allreads_allsnps_noncoding	noncoding	yonahlossee_SG_FFS	yonahlossee	SG	FFS	3	4202	4161	302	7.18705	2.03451	0.06617	0.00397	0.97214	0.01119	0.00163	0.05319	0.04256	0.00318	0.94681	0.04256	0.00318	0.03180	0.01340	0.00179	0.96820	0.01340	0.00179	0.04224	0.02380	0.00238	-0.01656	0.01185	0.00397
allreads_allsnps_noncoding	noncoding	montanus_IGG_Fresh	montanus	IGG	Fresh	54	4201	4160	371	8.83123	2.92478	0.07529	0.00423	0.96913	0.01144	0.00165	0.05673	0.04167	0.00315	0.94327	0.04167	0.00315	0.03695	0.01482	0.00188	0.96305	0.01482	0.00188	0.04481	0.02183	0.00228	-0.01982	0.01908	0.00423
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	1	4201	4160	346	8.23613	2.84575	0.15906	0.00615	0.97108	0.01112	0.00163	0.05602	0.04265	0.00319	0.94398	0.04265	0.00319	0.03393	0.01363	0.00180	0.96607	0.01363	0.00180	0.04183	0.02108	0.00224	-0.02378	0.01617	0.00615
allreads_allsnps_noncoding	noncoding	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	1	4200	4159	329	7.83333	2.44524	0.33899	0.00898	0.97194	0.01056	0.00159	0.05294	0.03927	0.00306	0.94706	0.03927	0.00306	0.03341	0.01365	0.00180	0.96659	0.01365	0.00180	0.04251	0.02261	0.00232	-0.01728	0.01293	0.00898
allreads_allsnps_noncoding	noncoding	glutinosus_SG_Blood	glutinosus	SG	Blood	30	4202	4161	641	15.25464	3.35126	0.63879	0.01233	0.95633	0.01322	0.00177	0.07008	0.03854	0.00303	0.92992	0.03854	0.00303	0.05709	0.01980	0.00217	0.94291	0.01980	0.00217	0.06807	0.02851	0.00260	-0.00330	0.02561	0.01233
allreads_allsnps_noncoding	noncoding	montanus_SG_FFS	montanus	SG	FFS	1	1956	1939	94	4.80573	1.09714	0.08775	0.00670	0.97763	0.01027	0.00229	0.04371	0.04016	0.00453	0.95629	0.04016	0.00453	0.02320	0.01075	0.00234	0.97680	0.01075	0.00234	0.04354	0.03921	0.00448	-0.00026	0.00166	0.00670
