Dataset	Site_Type	Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	7	2334	2312	244	10.45416	3.82691	0.17577	0.00868	0.96501	0.01280	0.00234	0.06741	0.04886	0.00458	0.93259	0.04886	0.00458	0.04195	0.01639	0.00265	0.95805	0.01639	0.00265	0.04805	0.02149	0.00303	-0.03489	0.02436	0.00868
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_Fresh	glutinosus	SG	Fresh	25	2333	2311	300	12.85898	1.95114	0.04650	0.00446	0.95349	0.01665	0.00267	0.09001	0.06415	0.00524	0.90999	0.06415	0.00524	0.05540	0.02130	0.00302	0.94460	0.02130	0.00302	0.07501	0.03961	0.00412	-0.02250	0.01525	0.00446
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_Blood	yonahlossee	SG	Blood	4	2317	2295	201	8.67501	2.26586	0.35416	0.01236	0.96903	0.01161	0.00224	0.05920	0.04376	0.00435	0.94080	0.04376	0.00435	0.03680	0.01484	0.00253	0.96320	0.01484	0.00253	0.04749	0.02532	0.00331	-0.01901	0.01288	0.01236
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	0	2293	2271	159	6.93415	1.25687	0.19097	0.00913	0.96893	0.01368	0.00244	0.06215	0.05471	0.00488	0.93785	0.05471	0.00488	0.03287	0.01469	0.00253	0.96713	0.01469	0.00253	0.05677	0.04638	0.00450	-0.00807	0.00397	0.00913
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_FFS	glutinosus	SG	FFS	2	1157	1146	92	7.95160	1.67848	0.96228	0.02884	0.97182	0.01074	0.00305	0.04788	0.03576	0.00556	0.95212	0.03576	0.00556	0.03331	0.01352	0.00342	0.96669	0.01352	0.00342	0.05055	0.03486	0.00549	0.00432	0.01082	0.02884
downsamp_allsnps_noncoding	noncoding	welleri_IGG_FFS	welleri	IGG	FFS	421	2285	2265	329	14.39825	5.52079	1.00887	0.02101	0.95978	0.01349	0.00243	0.07643	0.04971	0.00466	0.92357	0.04971	0.00466	0.05024	0.01781	0.00279	0.94976	0.01781	0.00279	0.05540	0.02168	0.00308	-0.04025	0.02779	0.02101
downsamp_allsnps_noncoding	noncoding	cinereus_IGG_FFS	cinereus	IGG	FFS	36	2245	2226	313	13.94209	3.42227	0.67900	0.01739	0.96435	0.01055	0.00217	0.06626	0.03762	0.00409	0.93374	0.03762	0.00409	0.04767	0.01581	0.00265	0.95233	0.01581	0.00265	0.05715	0.02366	0.00325	-0.01655	0.01503	0.01739
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	3	2330	2308	205	8.79828	2.68670	0.29939	0.01134	0.96949	0.01123	0.00220	0.05887	0.04323	0.00431	0.94113	0.04323	0.00431	0.03670	0.01467	0.00251	0.96330	0.01467	0.00251	0.04474	0.02190	0.00307	-0.02394	0.01668	0.01134
downsamp_allsnps_noncoding	noncoding	cinereus_SG_FFS	cinereus	SG	FFS	49	2253	2232	272	12.07279	3.47137	1.08055	0.02190	0.96468	0.01161	0.00227	0.06240	0.03883	0.00415	0.93760	0.03883	0.00415	0.04493	0.01626	0.00269	0.95507	0.01626	0.00269	0.05386	0.02426	0.00328	-0.01510	0.01897	0.02190
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	1	2155	2136	189	8.77030	2.74617	1.13099	0.02291	0.97121	0.01050	0.00221	0.05480	0.04027	0.00432	0.94520	0.04027	0.00432	0.03494	0.01368	0.00252	0.96506	0.01368	0.00252	0.04551	0.02519	0.00342	-0.01559	0.01519	0.02291
downsamp_allsnps_noncoding	noncoding	montanus_SG_Fresh	montanus	SG	Fresh	11	2328	2306	263	11.29725	2.88488	0.12168	0.00723	0.96238	0.01356	0.00241	0.07152	0.05133	0.00470	0.92848	0.05133	0.00470	0.04531	0.01725	0.00272	0.95469	0.01725	0.00272	0.05483	0.02536	0.00330	-0.02790	0.02254	0.00723
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_FFS	yonahlossee	SG	FFS	0	2178	2160	167	7.66758	1.24839	0.50281	0.01519	0.96613	0.01487	0.00261	0.06758	0.05932	0.00522	0.93242	0.05932	0.00522	0.03571	0.01583	0.00270	0.96429	0.01583	0.00270	0.06596	0.05714	0.00512	-0.00277	0.00121	0.01519
downsamp_allsnps_noncoding	noncoding	montanus_IGG_Fresh	montanus	IGG	Fresh	22	2331	2309	285	12.22651	5.30287	1.64814	0.02659	0.96630	0.01106	0.00218	0.06118	0.03819	0.00405	0.93882	0.03819	0.00405	0.04302	0.01555	0.00258	0.95698	0.01555	0.00258	0.04746	0.01895	0.00285	-0.02585	0.02205	0.02659
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	2	2333	2311	250	10.71582	3.98928	0.49517	0.01457	0.96522	0.01259	0.00232	0.06600	0.04677	0.00448	0.93400	0.04677	0.00448	0.04196	0.01616	0.00263	0.95804	0.01616	0.00263	0.04829	0.02145	0.00303	-0.03172	0.02305	0.01457
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	4	2329	2307	201	8.63031	2.26020	0.55082	0.01538	0.96991	0.01109	0.00218	0.05661	0.04129	0.00421	0.94339	0.04129	0.00421	0.03620	0.01450	0.00250	0.96380	0.01450	0.00250	0.04707	0.02561	0.00332	-0.01593	0.01357	0.01538
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_Blood	glutinosus	SG	Blood	10	1945	1926	228	11.72237	1.70797	0.47949	0.01570	0.95805	0.01525	0.00280	0.07635	0.05468	0.00530	0.92365	0.05468	0.00530	0.04988	0.01943	0.00316	0.95012	0.01943	0.00316	0.07289	0.04527	0.00482	-0.00516	0.01322	0.01570
downsamp_allsnps_noncoding	noncoding	montanus_SG_FFS	montanus	SG	FFS	7	2092	2076	185	8.84321	2.71463	1.63875	0.02799	0.97185	0.00986	0.00217	0.05192	0.03530	0.00411	0.94808	0.03530	0.00411	0.03501	0.01359	0.00255	0.96499	0.01359	0.00255	0.04489	0.02412	0.00340	-0.01290	0.01235	0.02799
downsamp_allsnps_noncoding	noncoding	montanus_IGG_FFS	montanus	IGG	FFS	0	760	754	50	6.57895	1.15789	0.13314	0.01324	0.97007	0.01335	0.00419	0.05987	0.05339	0.00838	0.94013	0.05339	0.00838	0.03141	0.01418	0.00432	0.96859	0.01418	0.00432	0.05768	0.04999	0.00811	-0.00329	0.00164	0.01324
downsamp_allsnps_noncoding	noncoding	cinereus_IGG_Blood	cinereus	IGG	Blood	3	1799	1786	109	6.05892	1.35131	0.22802	0.01126	0.97401	0.01125	0.00250	0.04586	0.03947	0.00468	0.95414	0.03947	0.00468	0.02814	0.01248	0.00263	0.97186	0.01248	0.00263	0.04827	0.03918	0.00467	0.00361	0.00736	0.01126
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	0	2329	2307	177	7.59983	1.27952	0.20147	0.00930	0.96769	0.01369	0.00242	0.06376	0.05403	0.00482	0.93624	0.05403	0.00482	0.03515	0.01528	0.00256	0.96485	0.01528	0.00256	0.06033	0.04816	0.00455	-0.00515	0.00384	0.00930
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	0	2332	2318	208	8.91938	1.86063	0.11999	0.00717	0.96494	0.01392	0.00244	0.06797	0.05383	0.00480	0.93203	0.05383	0.00480	0.03983	0.01655	0.00266	0.96017	0.01655	0.00266	0.05367	0.03031	0.00360	-0.02144	0.01348	0.00717
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_Fresh	glutinosus	SG	Fresh	28	2296	2282	291	12.67422	1.75958	0.18270	0.00892	0.94948	0.01951	0.00291	0.09408	0.07241	0.00562	0.90592	0.07241	0.00562	0.05695	0.02283	0.00315	0.94305	0.02283	0.00315	0.08217	0.05001	0.00467	-0.01786	0.01907	0.00892
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_Blood	yonahlossee	SG	Blood	0	2317	2303	201	8.67501	2.26586	0.35416	0.01236	0.96903	0.01161	0.00224	0.05920	0.04376	0.00435	0.94080	0.04376	0.00435	0.03680	0.01484	0.00253	0.96320	0.01484	0.00253	0.04749	0.02532	0.00331	-0.01901	0.01288	0.01236
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	3	2293	2281	159	6.93415	1.25687	0.19097	0.00913	0.96893	0.01368	0.00244	0.06215	0.05471	0.00488	0.93785	0.05471	0.00488	0.03287	0.01469	0.00253	0.96713	0.01469	0.00253	0.05677	0.04638	0.00450	-0.00807	0.00397	0.00913
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_FFS	glutinosus	SG	FFS	8	1239	1233	102	8.23245	1.85553	1.35633	0.03309	0.97268	0.01001	0.00284	0.04755	0.03387	0.00523	0.95245	0.03387	0.00523	0.03315	0.01314	0.00326	0.96685	0.01314	0.00326	0.04744	0.03019	0.00494	-0.00043	0.01073	0.03309
downsamp_allsnps_noncoding	noncoding	welleri_IGG_FFS	welleri	IGG	FFS	412	2259	2250	269	11.90792	2.82824	0.22912	0.01007	0.95831	0.01533	0.00261	0.08042	0.05925	0.00512	0.91958	0.05925	0.00512	0.04925	0.01905	0.00290	0.95075	0.01905	0.00290	0.06097	0.02995	0.00364	-0.03254	0.02407	0.01007
downsamp_allsnps_noncoding	noncoding	cinereus_IGG_FFS	cinereus	IGG	FFS	6	2221	2209	307	13.82260	3.49932	0.69876	0.01774	0.96302	0.01131	0.00226	0.06586	0.03843	0.00416	0.93414	0.03843	0.00416	0.04862	0.01653	0.00273	0.95138	0.01653	0.00273	0.05790	0.02415	0.00330	-0.01399	0.01949	0.01774
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	2	2121	2108	169	7.96794	1.60915	0.23820	0.01060	0.96888	0.01242	0.00242	0.06129	0.04884	0.00480	0.93871	0.04884	0.00480	0.03548	0.01485	0.00265	0.96452	0.01485	0.00265	0.05343	0.03601	0.00412	-0.01179	0.00717	0.01060
downsamp_allsnps_noncoding	noncoding	cinereus_SG_FFS	cinereus	SG	FFS	44	2253	2239	297	13.18242	4.32889	2.71816	0.03473	0.96449	0.01129	0.00224	0.06282	0.03768	0.00409	0.93718	0.03768	0.00409	0.04592	0.01605	0.00267	0.95408	0.01605	0.00267	0.05356	0.02273	0.00318	-0.01700	0.01987	0.03473
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	3	2154	2141	173	8.03157	2.16806	0.62200	0.01699	0.97083	0.01129	0.00229	0.05664	0.04375	0.00451	0.94336	0.04375	0.00451	0.03407	0.01391	0.00254	0.96593	0.01391	0.00254	0.04689	0.02836	0.00363	-0.01606	0.01154	0.01699
downsamp_allsnps_noncoding	noncoding	montanus_SG_Fresh	montanus	SG	Fresh	19	2328	2314	204	8.76289	2.69158	0.24089	0.01017	0.96864	0.01192	0.00226	0.05756	0.04343	0.00432	0.94244	0.04343	0.00432	0.03692	0.01493	0.00253	0.96308	0.01493	0.00253	0.04519	0.02251	0.00311	-0.02044	0.02003	0.01017
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_FFS	yonahlossee	SG	FFS	0	2303	2290	201	8.72775	2.04516	0.43584	0.01376	0.96708	0.01282	0.00236	0.06424	0.05001	0.00466	0.93576	0.05001	0.00466	0.03803	0.01567	0.00261	0.96197	0.01567	0.00261	0.05133	0.02955	0.00358	-0.02006	0.01206	0.01376
downsamp_allsnps_noncoding	noncoding	montanus_IGG_Fresh	montanus	IGG	Fresh	9	2293	2280	203	8.85303	1.82207	0.14634	0.00799	0.96478	0.01411	0.00248	0.06738	0.05381	0.00484	0.93262	0.05381	0.00484	0.03974	0.01660	0.00269	0.96026	0.01660	0.00269	0.05517	0.03291	0.00379	-0.01832	0.01341	0.00799
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	3	2334	2320	254	10.88260	3.92159	0.37319	0.01264	0.96454	0.01284	0.00235	0.06769	0.04829	0.00455	0.93231	0.04829	0.00455	0.04273	0.01643	0.00265	0.95727	0.01643	0.00265	0.04916	0.02179	0.00306	-0.03313	0.02391	0.01264
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	9	2334	2320	396	16.96658	7.92159	1.12758	0.02198	0.96276	0.01139	0.00221	0.06903	0.04027	0.00415	0.93097	0.04027	0.00415	0.04893	0.01619	0.00263	0.95107	0.01619	0.00263	0.05217	0.01838	0.00281	-0.03301	0.02445	0.02198
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_Blood	glutinosus	SG	Blood	8	1889	1878	201	10.64055	1.50768	0.25007	0.01151	0.95659	0.01738	0.00303	0.08258	0.06600	0.00591	0.91742	0.06600	0.00591	0.04831	0.01999	0.00325	0.95169	0.01999	0.00325	0.07588	0.05306	0.00530	-0.01006	0.01129	0.01151
downsamp_allsnps_noncoding	noncoding	montanus_SG_FFS	montanus	SG	FFS	3	1925	1913	142	7.37662	2.08987	0.81053	0.02052	0.97219	0.01121	0.00241	0.05017	0.03939	0.00452	0.94983	0.03939	0.00452	0.03167	0.01325	0.00262	0.96833	0.01325	0.00262	0.04539	0.03001	0.00395	-0.00814	0.01111	0.02052
downsamp_allsnps_noncoding	noncoding	montanus_IGG_FFS	montanus	IGG	FFS	10	2059	2047	211	10.24769	2.73094	1.79735	0.02955	0.96754	0.01149	0.00236	0.05845	0.04006	0.00441	0.94155	0.04006	0.00441	0.03985	0.01516	0.00271	0.96015	0.01516	0.00271	0.05291	0.02970	0.00380	-0.00940	0.01417	0.02955
downsamp_allsnps_noncoding	noncoding	cinereus_IGG_Blood	cinereus	IGG	Blood	9	2274	2262	261	11.47757	2.36588	0.75037	0.01817	0.96312	0.01275	0.00237	0.06409	0.04246	0.00432	0.93591	0.04246	0.00432	0.04556	0.01705	0.00274	0.95444	0.01705	0.00274	0.06247	0.03514	0.00393	-0.00241	0.01492	0.01817
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	3	2330	2316	178	7.63948	1.27983	0.20161	0.00930	0.96652	0.01444	0.00249	0.06609	0.05703	0.00495	0.93391	0.05703	0.00495	0.03584	0.01576	0.00260	0.96416	0.01576	0.00260	0.06280	0.05139	0.00470	-0.00494	0.00373	0.00930
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	5	2334	2287	252	10.79692	3.75793	0.24185	0.01018	0.96435	0.01295	0.00236	0.06723	0.04798	0.00453	0.93277	0.04798	0.00453	0.04287	0.01661	0.00267	0.95713	0.01661	0.00267	0.04915	0.02183	0.00306	-0.03243	0.02455	0.01018
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_Fresh	glutinosus	SG	Fresh	8	2333	2286	300	12.85898	1.95114	0.04650	0.00446	0.95349	0.01665	0.00267	0.09001	0.06415	0.00524	0.90999	0.06415	0.00524	0.05540	0.02130	0.00302	0.94460	0.02130	0.00302	0.07501	0.03961	0.00412	-0.02250	0.01525	0.00446
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_Blood	yonahlossee	SG	Blood	3	2267	2221	181	7.98412	2.04588	0.53276	0.01533	0.97004	0.01169	0.00227	0.05565	0.04259	0.00433	0.94435	0.04259	0.00433	0.03476	0.01442	0.00252	0.96524	0.01442	0.00252	0.04680	0.02768	0.00349	-0.01436	0.01253	0.01533
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	1	877	861	57	6.49943	1.24173	0.18351	0.01447	0.97292	0.01147	0.00362	0.05302	0.04485	0.00715	0.94698	0.04485	0.00715	0.02979	0.01301	0.00385	0.97021	0.01301	0.00385	0.05112	0.04111	0.00685	-0.00285	0.00313	0.01447
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_FFS	glutinosus	SG	FFS	1	929	920	67	7.21206	1.36383	0.35024	0.01942	0.97246	0.01107	0.00345	0.05077	0.04042	0.00660	0.94923	0.04042	0.00660	0.03145	0.01318	0.00377	0.96855	0.01318	0.00377	0.05163	0.03899	0.00648	0.00117	0.00593	0.01942
downsamp_allsnps_noncoding	noncoding	welleri_IGG_FFS	welleri	IGG	FFS	407	2266	2220	222	9.79700	1.87776	0.10735	0.00688	0.96194	0.01486	0.00256	0.07392	0.05756	0.00504	0.92608	0.05756	0.00504	0.04352	0.01783	0.00280	0.95648	0.01783	0.00280	0.06039	0.03534	0.00395	-0.02030	0.01305	0.00688
downsamp_allsnps_noncoding	noncoding	cinereus_IGG_FFS	cinereus	IGG	FFS	128	2272	2231	390	17.16549	5.98283	2.08997	0.03033	0.96435	0.00941	0.00203	0.06455	0.03173	0.00374	0.93545	0.03173	0.00374	0.04995	0.01523	0.00259	0.95005	0.01523	0.00259	0.05488	0.01859	0.00286	-0.01971	0.01688	0.03033
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	1	2098	2054	157	7.48332	1.61725	0.23636	0.01061	0.97176	0.01103	0.00229	0.05553	0.04329	0.00454	0.94447	0.04329	0.00454	0.03283	0.01362	0.00255	0.96717	0.01362	0.00255	0.04774	0.03048	0.00381	-0.01168	0.00714	0.01061
downsamp_allsnps_noncoding	noncoding	cinereus_SG_FFS	cinereus	SG	FFS	18	1411	1392	117	8.29199	1.72077	0.56169	0.01995	0.96858	0.01239	0.00296	0.06000	0.04722	0.00579	0.94000	0.04722	0.00579	0.03611	0.01495	0.00325	0.96389	0.01495	0.00325	0.05476	0.03789	0.00518	-0.00860	0.00940	0.01995
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	9	2186	2147	191	8.73742	2.73833	1.12875	0.02272	0.97034	0.01089	0.00223	0.05558	0.04055	0.00431	0.94442	0.04055	0.00431	0.03579	0.01422	0.00255	0.96421	0.01422	0.00255	0.04684	0.02640	0.00348	-0.01533	0.01465	0.02272
downsamp_allsnps_noncoding	noncoding	montanus_SG_Fresh	montanus	SG	Fresh	13	2328	2281	235	10.09450	4.53393	0.44578	0.01384	0.96836	0.01124	0.00220	0.05873	0.04097	0.00420	0.94127	0.04097	0.00420	0.03880	0.01492	0.00253	0.96120	0.01492	0.00253	0.04348	0.01874	0.00284	-0.02837	0.02357	0.01384
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_FFS	yonahlossee	SG	FFS	2	2126	2086	138	6.49106	1.05927	0.06049	0.00533	0.96864	0.01444	0.00261	0.06225	0.05735	0.00519	0.93775	0.05735	0.00519	0.03188	0.01473	0.00263	0.96812	0.01473	0.00263	0.06193	0.05655	0.00516	-0.00047	0.00094	0.00533
downsamp_allsnps_noncoding	noncoding	montanus_IGG_Fresh	montanus	IGG	Fresh	24	2330	2283	265	11.37339	3.41845	0.42808	0.01355	0.96486	0.01196	0.00227	0.06570	0.04420	0.00436	0.93430	0.04420	0.00436	0.04390	0.01632	0.00265	0.95610	0.01632	0.00265	0.05139	0.02249	0.00311	-0.02514	0.02201	0.01355
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	4	2319	2272	216	9.31436	2.78913	0.23377	0.01004	0.96593	0.01321	0.00239	0.06569	0.05042	0.00466	0.93431	0.05042	0.00466	0.03941	0.01595	0.00262	0.96059	0.01595	0.00262	0.04864	0.02469	0.00326	-0.02851	0.01925	0.01004
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	5	2334	2287	297	12.72494	5.86889	1.16840	0.02237	0.96561	0.01130	0.00220	0.06135	0.03797	0.00403	0.93865	0.03797	0.00403	0.04383	0.01586	0.00261	0.95617	0.01586	0.00261	0.04783	0.01888	0.00284	-0.02526	0.02307	0.02237
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_Blood	glutinosus	SG	Blood	15	2293	2246	358	15.61273	3.77846	2.73013	0.03451	0.95537	0.01404	0.00247	0.07555	0.04437	0.00440	0.92445	0.04437	0.00440	0.05719	0.02001	0.00295	0.94281	0.02001	0.00295	0.06765	0.02942	0.00358	-0.01466	0.02513	0.03451
downsamp_allsnps_noncoding	noncoding	montanus_SG_FFS	montanus	SG	FFS	3	2096	2057	187	8.92176	2.79723	1.80755	0.02937	0.96994	0.01094	0.00228	0.05500	0.03896	0.00431	0.94500	0.03896	0.00431	0.03645	0.01446	0.00263	0.96355	0.01446	0.00263	0.04804	0.02756	0.00363	-0.01291	0.01347	0.02937
downsamp_allsnps_noncoding	noncoding	montanus_IGG_FFS	montanus	IGG	FFS	5	1806	1772	152	8.41639	1.77519	0.79930	0.02104	0.96918	0.01200	0.00258	0.05962	0.04632	0.00506	0.94038	0.04632	0.00506	0.03577	0.01462	0.00285	0.96423	0.01462	0.00285	0.05367	0.03650	0.00450	-0.00993	0.00855	0.02104
downsamp_allsnps_noncoding	noncoding	cinereus_IGG_Blood	cinereus	IGG	Blood	8	1799	1766	109	6.05892	1.35131	0.22802	0.01126	0.97401	0.01125	0.00250	0.04586	0.03947	0.00468	0.95414	0.03947	0.00468	0.02814	0.01248	0.00263	0.97186	0.01248	0.00263	0.04827	0.03918	0.00467	0.00361	0.00736	0.01126
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	0	2329	2282	177	7.59983	1.27952	0.20147	0.00930	0.96769	0.01369	0.00242	0.06376	0.05403	0.00482	0.93624	0.05403	0.00482	0.03515	0.01528	0.00256	0.96485	0.01528	0.00256	0.06033	0.04816	0.00455	-0.00515	0.00384	0.00930
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	0	2334	2316	205	8.78320	1.89760	0.09195	0.00628	0.96476	0.01422	0.00247	0.06705	0.05390	0.00481	0.93295	0.05390	0.00481	0.03958	0.01660	0.00267	0.96042	0.01660	0.00267	0.05391	0.03130	0.00366	-0.01971	0.01461	0.00628
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_Fresh	glutinosus	SG	Fresh	24	2333	2315	277	11.87312	1.78054	0.17137	0.00857	0.95253	0.01852	0.00282	0.08808	0.06846	0.00542	0.91192	0.06846	0.00542	0.05342	0.02163	0.00305	0.94658	0.02163	0.00305	0.07665	0.04671	0.00447	-0.01715	0.01857	0.00857
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_Blood	yonahlossee	SG	Blood	1	2299	2281	191	8.30796	2.03219	0.54640	0.01542	0.96944	0.01175	0.00226	0.05705	0.04341	0.00435	0.94295	0.04341	0.00435	0.03576	0.01466	0.00253	0.96424	0.01466	0.00253	0.04882	0.02919	0.00356	-0.01344	0.01298	0.01542
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	0	2293	2275	159	6.93415	1.25687	0.19097	0.00913	0.96893	0.01368	0.00244	0.06215	0.05471	0.00488	0.93785	0.05471	0.00488	0.03287	0.01469	0.00253	0.96713	0.01469	0.00253	0.05677	0.04638	0.00450	-0.00807	0.00397	0.00913
downsamp_allsnps_noncoding	noncoding	glutinosus_SG_FFS	glutinosus	SG	FFS	6	1301	1295	105	8.07071	1.90930	1.59023	0.03496	0.97352	0.00956	0.00271	0.04323	0.03046	0.00484	0.95677	0.03046	0.00484	0.03244	0.01280	0.00314	0.96756	0.01280	0.00314	0.04567	0.02848	0.00468	0.00423	0.01409	0.03496
downsamp_allsnps_noncoding	noncoding	welleri_IGG_FFS	welleri	IGG	FFS	409	2278	2261	315	13.82792	4.69008	0.59780	0.01620	0.96029	0.01354	0.00244	0.07560	0.05031	0.00470	0.92440	0.05031	0.00470	0.04919	0.01757	0.00278	0.95081	0.01757	0.00278	0.05521	0.02216	0.00312	-0.03754	0.02732	0.01620
downsamp_allsnps_noncoding	noncoding	cinereus_IGG_FFS	cinereus	IGG	FFS	20	2272	2255	396	17.42958	6.18354	1.80205	0.02816	0.96319	0.00976	0.00207	0.06634	0.03275	0.00380	0.93366	0.03275	0.00380	0.05140	0.01569	0.00263	0.94860	0.01569	0.00263	0.05625	0.01897	0.00289	-0.01999	0.01916	0.02816
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	0	2316	2299	168	7.25389	1.61269	0.23740	0.01012	0.97172	0.01135	0.00221	0.05484	0.04386	0.00435	0.94516	0.04386	0.00435	0.03228	0.01360	0.00242	0.96772	0.01360	0.00242	0.04721	0.03077	0.00364	-0.01144	0.00818	0.01012
downsamp_allsnps_noncoding	noncoding	cinereus_SG_FFS	cinereus	SG	FFS	27	2060	2046	191	9.27184	1.95291	0.89385	0.02083	0.96707	0.01248	0.00246	0.06375	0.04783	0.00482	0.93625	0.04783	0.00482	0.03875	0.01551	0.00274	0.96125	0.01551	0.00274	0.05741	0.03812	0.00430	-0.01091	0.00843	0.02083
downsamp_allsnps_noncoding	noncoding	cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	2	2220	2204	198	8.91892	2.89775	1.10130	0.02227	0.96986	0.01112	0.00224	0.05751	0.04224	0.00436	0.94249	0.04224	0.00436	0.03623	0.01437	0.00254	0.96377	0.01437	0.00254	0.04665	0.02565	0.00340	-0.01906	0.01514	0.02227
downsamp_allsnps_noncoding	noncoding	montanus_SG_Fresh	montanus	SG	Fresh	14	2331	2313	287	12.31231	4.77306	0.27594	0.01088	0.96362	0.01272	0.00234	0.06795	0.04652	0.00447	0.93205	0.04652	0.00447	0.04467	0.01644	0.00266	0.95533	0.01644	0.00266	0.04984	0.02045	0.00296	-0.03315	0.02757	0.01088
downsamp_allsnps_noncoding	noncoding	yonahlossee_SG_FFS	yonahlossee	SG	FFS	3	2302	2284	202	8.77498	2.06299	0.52059	0.01504	0.96720	0.01278	0.00236	0.06386	0.04966	0.00464	0.93614	0.04966	0.00464	0.03789	0.01556	0.00260	0.96211	0.01556	0.00260	0.05101	0.02920	0.00356	-0.01987	0.01189	0.01504
downsamp_allsnps_noncoding	noncoding	montanus_IGG_Fresh	montanus	IGG	Fresh	9	2317	2299	245	10.57402	3.18904	0.71295	0.01754	0.96729	0.01112	0.00219	0.06219	0.04163	0.00424	0.93781	0.04163	0.00424	0.04105	0.01547	0.00258	0.95895	0.01547	0.00258	0.04934	0.02292	0.00315	-0.02277	0.01683	0.01754
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	1	2326	2309	227	9.75924	2.88263	0.26708	0.01072	0.96521	0.01322	0.00238	0.06685	0.05034	0.00465	0.93315	0.05034	0.00465	0.04073	0.01627	0.00264	0.95927	0.01627	0.00264	0.05012	0.02509	0.00328	-0.02809	0.01938	0.01072
downsamp_allsnps_noncoding	noncoding	yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	3	2334	2316	344	14.73865	3.83205	0.15181	0.00806	0.95907	0.01320	0.00238	0.07901	0.04979	0.00462	0.92099	0.04979	0.00462	0.05212	0.01794	0.00277	0.94788	0.01794	0.00277	0.06005	0.02380	0.00319	-0.03401	0.02217	0.00806
